sec,nanosec,child_frame_id,orientation_x,orientation_y,orientation_z,orientation_w,,,,,,,,,,twist_angular_x,twist_angular_y,twist_angular_z,,,,,,,,,,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,,,,,,,,,
1741043633,622708616,base_link,0.083043687,-0.027776029,-0.787021399,-0.610679567,0,0,0,0,0,0,0,0,0,-3.295898438,4.211425781,-59.50927734,0,0,0,0,0,0,0,0,0,-0.110839844,0.012695313,1.000488281,0,0,0,0,0,0,0,0,0
1741043633,642644065,base_link,0.082130253,-0.027272785,-0.780973494,-0.618539691,0,0,0,0,0,0,0,0,0,2.197265625,-1.525878906,-55.78613281,0,0,0,0,0,0,0,0,0,-0.147949219,-0.030273438,0.978515625,0,0,0,0,0,0,0,0,0
1741043633,663294498,base_link,0.080501221,-0.027991831,-0.775422812,-0.625664115,0,0,0,0,0,0,0,0,0,4.943847656,-1.770019531,-52.36816406,0,0,0,0,0,0,0,0,0,-0.13671875,0.001464844,1.026367188,0,0,0,0,0,0,0,0,0
1741043633,683024089,base_link,0.080768868,-0.02891596,-0.769518614,-0.632835984,0,0,0,0,0,0,0,0,0,4.39453125,19.71435547,-53.10058594,0,0,0,0,0,0,0,0,0,0.004882813,0.020507813,1.117675781,0,0,0,0,0,0,0,0,0
1741043633,702571342,base_link,0.07966055,-0.030002831,-0.76372689,-0.639902651,0,0,0,0,0,0,0,0,0,4.821777344,-4.699707031,-51.51367188,0,0,0,0,0,0,0,0,0,-0.196289063,0.022460938,1.020996094,0,0,0,0,0,0,0,0,0
1741043633,722704425,base_link,0.078517348,-0.030113349,-0.757966638,-0.64684993,0,0,0,0,0,0,0,0,0,-1.953125,-2.868652344,-52.12402344,0,0,0,0,0,0,0,0,0,-0.122558594,0.037109375,0.951171875,0,0,0,0,0,0,0,0,0
1741043633,742669187,base_link,0.076740414,-0.029873306,-0.752154112,-0.653821707,0,0,0,0,0,0,0,0,0,5.859375,5.432128906,-52.06298828,0,0,0,0,0,0,0,0,0,-0.042480469,-0.012207031,1.040039063,0,0,0,0,0,0,0,0,0
1741043633,762707773,base_link,0.075148612,-0.030298378,-0.746493697,-0.660440743,0,0,0,0,0,0,0,0,0,6.958007813,-3.662109375,-47.54638672,0,0,0,0,0,0,0,0,0,-0.126464844,-0.012207031,0.987792969,0,0,0,0,0,0,0,0,0
1741043633,782752151,base_link,0.073299393,-0.030291226,-0.741805613,-0.665908575,0,0,0,0,0,0,0,0,0,-1.770019531,1.525878906,-39.12353516,0,0,0,0,0,0,0,0,0,-0.077148438,0.004394531,0.956054688,0,0,0,0,0,0,0,0,0
1741043633,802857714,base_link,0.072180286,-0.030106736,-0.73798126,-0.67027396,0,0,0,0,0,0,0,0,0,4.455566406,3.295898438,-31.12792969,0,0,0,0,0,0,0,0,0,-0.053710938,-0.025878906,1.078125,0,0,0,0,0,0,0,0,0
